Time,Year,Month,Day,Hour,Air Temperature,Relative Humidity,Wind Speed,Wind direction,Global Horizontal Radiation,Direct Normal Radiation,Diffuse Horizontal Radiation,Horizontal Infrared Radiation Intensity
1989-01-01 00:30:00,1989,1,1,0,24.7,94,3.2,45,0,0,0,387
1989-01-01 01:30:00,1989,1,1,1,24.4,94,4.1,10,0,0,0,385
1989-01-01 02:30:00,1989,1,1,2,24.2,95,3.1,10,0,0,0,384
1989-01-01 03:30:00,1989,1,1,3,24.1,96,2.0,10,0,0,0,383
1989-01-01 04:30:00,1989,1,1,4,24.1,96,1.0,340,0,0,0,383
1989-01-01 05:30:00,1989,1,1,5,24.0,96,0.7,340,0,0,0,383
1989-01-01 06:30:00,1989,1,1,6,24.2,94,0.3,340,0,0,0,384
1989-01-01 07:30:00,1989,1,1,7,24.3,92,0.0,0,18,0,18,384
1989-01-01 08:30:00,1989,1,1,8,25.5,86,1.5,0,152,70,130,390
1989-01-01 09:30:00,1989,1,1,9,26.8,79,3.1,0,318,125,252,397
1989-01-01 10:30:00,1989,1,1,10,28.0,73,4.6,50,464,110,387,403
1989-01-01 11:30:00,1989,1,1,11,26.8,79,3.1,50,571,121,471,397
1989-01-01 12:30:00,1989,1,1,12,25.5,86,1.5,50,630,122,521,390
1989-01-01 13:30:00,1989,1,1,13,24.3,92,0.0,0,637,122,526,384
1989-01-01 14:30:00,1989,1,1,14,25.4,87,1.5,0,589,121,486,395
1989-01-01 15:30:00,1989,1,1,15,26.5,81,3.1,0,493,93,424,408
1989-01-01 16:30:00,1989,1,1,16,27.6,77,4.6,30,354,121,285,417
1989-01-01 17:30:00,1989,1,1,17,27.1,79,3.9,30,190,84,159,414
1989-01-01 18:30:00,1989,1,1,18,26.6,81,3.3,30,40,0,40,412
1989-01-01 19:30:00,1989,1,1,19,26.1,84,2.6,10,0,0,0,409
1989-01-01 20:30:00,1989,1,1,20,25.8,85,2.4,10,0,0,0,404
1989-01-01 21:30:00,1989,1,1,21,25.6,86,2.3,10,0,0,0,396
1989-01-01 22:30:00,1989,1,1,22,25.3,87,2.1,10,0,0,0,389
1989-01-01 23:30:00,1989,1,1,23,25.1,89,2.2,10,0,0,0,393
1989-01-02 00:30:00,1989,1,2,0,24.8,91,2.3,10,0,0,0,392
1989-01-02 01:30:00,1989,1,2,1,24.6,93,2.4,10,0,0,0,391
1989-01-02 02:30:00,1989,1,2,2,24.6,93,1.5,10,0,0,0,391
1989-01-02 03:30:00,1989,1,2,3,24.6,94,0.7,10,0,0,0,395
1989-01-02 04:30:00,1989,1,2,4,24.6,94,0.0,10,0,0,0,395
1989-01-02 05:30:00,1989,1,2,5,24.8,94,0.0,10,0,0,0,396
1989-01-02 06:30:00,1989,1,2,6,25.0,93,0.0,10,0,0,0,398
1989-01-02 07:30:00,1989,1,2,7,25.2,93,0.0,0,18,0,18,395
1989-01-02 08:30:00,1989,1,2,8,25.9,88,1.0,0,151,69,129,403
1989-01-02 09:30:00,1989,1,2,9,26.7,84,2.1,0,316,124,251,407
1989-01-02 10:30:00,1989,1,2,10,27.4,80,3.1,0,463,109,386,411
1989-01-02 11:30:00,1989,1,2,11,28.2,76,4.1,0,571,120,471,415
1989-01-02 12:30:00,1989,1,2,12,28.9,73,5.2,0,630,121,521,422
1989-01-02 13:30:00,1989,1,2,13,29.7,69,6.2,60,637,215,442,426
1989-01-02 14:30:00,1989,1,2,14,29.1,72,6.3,60,590,121,487,423
1989-01-02 15:30:00,1989,1,2,15,28.6,74,6.4,60,494,93,425,417
1989-01-02 16:30:00,1989,1,2,16,28.0,77,6.4,60,355,99,298,414
1989-01-02 17:30:00,1989,1,2,17,27.5,80,6.5,60,192,84,160,411
1989-01-02 18:30:00,1989,1,2,18,26.9,82,6.6,60,41,0,41,408
1989-01-02 19:30:00,1989,1,2,19,26.4,85,6.7,40,0,0,0,401
1989-01-02 20:30:00,1989,1,2,20,26.2,86,6.5,40,0,0,0,400
1989-01-02 21:30:00,1989,1,2,21,26.1,88,6.4,40,0,0,0,400
1989-01-02 22:30:00,1989,1,2,22,25.9,89,6.2,40,0,0,0,393
1989-01-02 23:30:00,1989,1,2,23,25.7,89,5.4,40,0,0,0,398
1989-01-03 00:30:00,1989,1,3,0,25.6,90,4.6,40,0,0,0,397
1989-01-03 01:30:00,1989,1,3,1,25.4,91,3.8,40,0,0,0,396
1989-01-03 02:30:00,1989,1,3,2,25.2,92,3.1,40,0,0,0,399
1989-01-03 03:30:00,1989,1,3,3,25.1,92,2.3,40,0,0,0,398
1989-01-03 04:30:00,1989,1,3,4,24.9,93,1.5,360,0,0,0,400
1989-01-03 05:30:00,1989,1,3,5,25.1,93,1.9,360,0,0,0,398
1989-01-03 06:30:00,1989,1,3,6,25.3,92,2.2,360,0,0,0,400
1989-01-03 07:30:00,1989,1,3,7,25.5,92,2.6,10,17,0,17,397
1989-01-03 08:30:00,1989,1,3,8,26.8,84,4.0,10,169,122,131,403
1989-01-03 09:30:00,1989,1,3,9,28.0,76,5.3,10,389,314,223,410
1989-01-03 10:30:00,1989,1,3,10,29.3,70,6.7,50,606,490,262,416
1989-01-03 11:30:00,1989,1,3,11,30.1,65,6.9,50,782,599,286,420
1989-01-03 12:30:00,1989,1,3,12,30.8,60,7.0,50,893,680,282,423
1989-01-03 13:30:00,1989,1,3,13,31.6,56,7.2,40,925,749,246,427
1989-01-03 14:30:00,1989,1,3,14,30.9,60,7.2,40,838,684,254,424
1989-01-03 15:30:00,1989,1,3,15,30.2,64,7.2,40,679,613,225,421
1989-01-03 16:30:00,1989,1,3,16,29.5,69,7.2,30,468,436,216,417
1989-01-03 17:30:00,1989,1,3,17,28.6,74,6.3,30,238,219,156,413
1989-01-03 18:30:00,1989,1,3,18,27.6,79,5.5,30,48,0,48,408
1989-01-03 19:30:00,1989,1,3,19,26.7,85,4.6,30,0,0,0,403
1989-01-03 20:30:00,1989,1,3,20,26.5,87,4.8,30,0,0,0,402
1989-01-03 21:30:00,1989,1,3,21,26.2,88,4.9,30,0,0,0,401
1989-01-03 22:30:00,1989,1,3,22,26.0,89,5.1,40,0,0,0,399
1989-01-03 23:30:00,1989,1,3,23,25.9,90,5.1,40,0,0,0,399
1989-01-04 00:30:00,1989,1,4,0,25.9,90,5.1,40,0,0,0,399
1989-01-04 01:30:00,1989,1,4,1,25.8,90,5.1,30,0,0,0,398
1989-01-04 02:30:00,1989,1,4,2,25.7,91,3.9,30,0,0,0,405
1989-01-04 03:30:00,1989,1,4,3,25.7,91,2.7,30,0,0,0,408
1989-01-04 04:30:00,1989,1,4,4,25.6,92,1.5,20,0,0,0,411
1989-01-04 05:30:00,1989,1,4,5,25.5,92,2.4,20,0,0,0,411
1989-01-04 06:30:00,1989,1,4,6,25.5,92,3.2,20,0,0,0,407
1989-01-04 07:30:00,1989,1,4,7,25.4,93,4.1,30,6,0,6,406
1989-01-04 08:30:00,1989,1,4,8,26.6,86,4.3,30,94,0,94,413
1989-01-04 09:30:00,1989,1,4,9,27.7,81,4.4,30,263,78,222,419
1989-01-04 10:30:00,1989,1,4,10,28.9,75,4.6,40,461,163,347,426
1989-01-04 11:30:00,1989,1,4,11,29.2,74,5.5,40,570,120,470,424
1989-01-04 12:30:00,1989,1,4,12,29.4,72,6.3,40,630,121,522,422
1989-01-04 13:30:00,1989,1,4,13,29.7,71,7.2,30,638,215,443,419
1989-01-04 14:30:00,1989,1,4,14,29.2,73,6.6,30,592,121,489,417
1989-01-04 15:30:00,1989,1,4,15,28.6,76,6.0,30,496,93,427,413
1989-01-04 16:30:00,1989,1,4,16,28.1,78,5.4,30,358,100,301,411
1989-01-04 17:30:00,1989,1,4,17,27.6,81,4.8,30,194,85,162,408
1989-01-04 18:30:00,1989,1,4,18,27.0,84,4.2,30,43,0,43,399
1989-01-04 19:30:00,1989,1,4,19,26.5,87,3.6,40,0,0,0,397
1989-01-04 20:30:00,1989,1,4,20,26.3,88,3.4,40,0,0,0,401
1989-01-04 21:30:00,1989,1,4,21,26.1,88,3.3,40,0,0,0,404
1989-01-04 22:30:00,1989,1,4,22,25.9,89,3.1,30,0,0,0,406
1989-01-04 23:30:00,1989,1,4,23,25.8,90,3.4,30,0,0,0,402
1989-01-05 00:30:00,1989,1,5,0,25.7,91,3.8,30,0,0,0,402
1989-01-05 01:30:00,1989,1,5,1,25.6,92,4.1,30,0,0,0,397
1989-01-05 02:30:00,1989,1,5,2,25.5,92,3.8,30,0,0,0,397
1989-01-05 03:30:00,1989,1,5,3,25.4,93,3.4,30,0,0,0,396
1989-01-05 04:30:00,1989,1,5,4,25.3,93,3.1,30,0,0,0,396
1989-01-05 05:30:00,1989,1,5,5,25.2,93,2.8,30,0,0,0,395
1989-01-05 06:30:00,1989,1,5,6,25.1,94,2.4,30,0,0,0,395
1989-01-05 07:30:00,1989,1,5,7,25.0,94,2.1,10,17,0,17,394
1989-01-05 08:30:00,1989,1,5,8,26.4,85,3.5,10,148,67,127,401
1989-01-05 09:30:00,1989,1,5,9,27.8,77,4.8,10,314,124,249,408
1989-01-05 10:30:00,1989,1,5,10,29.2,70,6.2,30,462,109,385,416
1989-01-05 11:30:00,1989,1,5,11,29.7,68,6.9,30,571,121,471,418
1989-01-05 12:30:00,1989,1,5,12,30.1,66,7.5,30,632,122,522,420
1989-01-05 13:30:00,1989,1,5,13,30.6,64,8.2,40,640,216,443,423
1989-01-05 14:30:00,1989,1,5,14,30.2,66,8.4,40,497,96,414,421
1989-01-05 15:30:00,1989,1,5,15,29.8,68,8.5,40,315,21,299,419
1989-01-05 16:30:00,1989,1,5,16,29.4,69,8.7,50,137,0,137,417
1989-01-05 17:30:00,1989,1,5,17,28.5,74,7.2,50,124,0,124,412
1989-01-05 18:30:00,1989,1,5,18,27.5,80,5.6,50,37,0,37,407
1989-01-05 19:30:00,1989,1,5,19,26.6,85,4.1,40,0,0,0,397
1989-01-05 20:30:00,1989,1,5,20,26.4,86,3.8,40,0,0,0,396
1989-01-05 21:30:00,1989,1,5,21,26.2,87,3.4,40,0,0,0,395
1989-01-05 22:30:00,1989,1,5,22,26.0,88,3.1,40,0,0,0,394
1989-01-05 23:30:00,1989,1,5,23,25.8,89,2.7,40,0,0,0,398
1989-01-06 00:30:00,1989,1,6,0,25.6,90,2.2,40,0,0,0,397
1989-01-06 01:30:00,1989,1,6,1,25.4,92,1.8,40,0,0,0,396
1989-01-06 02:30:00,1989,1,6,2,25.2,93,1.4,40,0,0,0,399
1989-01-06 03:30:00,1989,1,6,3,25.0,94,0.9,40,0,0,0,398
1989-01-06 04:30:00,1989,1,6,4,24.8,96,0.5,300,0,0,0,400
1989-01-06 05:30:00,1989,1,6,5,24.8,96,0.5,300,0,0,0,397
1989-01-06 06:30:00,1989,1,6,6,24.9,95,0.5,300,0,0,0,393
1989-01-06 07:30:00,1989,1,6,7,24.9,95,0.5,330,17,0,17,388
1989-01-06 08:30:00,1989,1,6,8,26.4,87,1.5,330,147,66,126,402
1989-01-06 09:30:00,1989,1,6,9,28.0,80,2.6,330,313,123,248,410
1989-01-06 10:30:00,1989,1,6,10,29.5,74,3.6,20,460,108,384,419
1989-01-06 11:30:00,1989,1,6,11,29.6,71,4.3,20,570,120,470,423
1989-01-06 12:30:00,1989,1,6,12,29.8,67,5.0,20,632,122,522,426
1989-01-06 13:30:00,1989,1,6,13,29.9,64,5.7,30,641,217,443,429
1989-01-06 14:30:00,1989,1,6,14,29.7,66,6.5,30,595,122,491,425
1989-01-06 15:30:00,1989,1,6,15,29.4,69,7.4,30,500,93,430,417
1989-01-06 16:30:00,1989,1,6,16,29.2,71,8.2,50,362,100,303,410
1989-01-06 17:30:00,1989,1,6,17,28.3,75,7.0,50,198,87,165,405
1989-01-06 18:30:00,1989,1,6,18,27.4,79,5.8,50,45,0,45,401
1989-01-06 19:30:00,1989,1,6,19,26.5,83,4.6,40,0,0,0,396
1989-01-06 20:30:00,1989,1,6,20,26.2,85,4.3,40,0,0,0,400
1989-01-06 21:30:00,1989,1,6,21,26.0,88,3.9,40,0,0,0,399
1989-01-06 22:30:00,1989,1,6,22,25.7,90,3.6,40,0,0,0,398
1989-01-06 23:30:00,1989,1,6,23,25.5,91,3.8,40,0,0,0,397
1989-01-07 00:30:00,1989,1,7,0,25.2,92,3.9,40,0,0,0,395
1989-01-07 01:30:00,1989,1,7,1,25.0,93,4.1,50,0,0,0,388
1989-01-07 02:30:00,1989,1,7,2,25.0,93,2.7,50,0,0,0,388
1989-01-07 03:30:00,1989,1,7,3,25.0,93,1.4,50,0,0,0,388
1989-01-07 04:30:00,1989,1,7,4,25.0,93,0.0,0,0,0,0,388
1989-01-07 05:30:00,1989,1,7,5,25.2,91,1.4,0,0,0,0,389
1989-01-07 06:30:00,1989,1,7,6,25.5,90,2.7,0,0,0,0,391
1989-01-07 07:30:00,1989,1,7,7,25.7,89,4.1,30,16,0,16,392
1989-01-07 08:30:00,1989,1,7,8,26.8,83,4.6,30,146,66,125,403
1989-01-07 09:30:00,1989,1,7,9,27.8,78,5.2,30,312,124,248,408
1989-01-07 10:30:00,1989,1,7,10,28.9,72,5.7,30,461,109,384,414
1989-01-07 11:30:00,1989,1,7,11,29.8,69,5.3,30,571,121,470,423
1989-01-07 12:30:00,1989,1,7,12,30.7,65,5.0,30,632,121,523,428
1989-01-07 13:30:00,1989,1,7,13,31.6,62,4.6,30,641,216,444,437
1989-01-07 14:30:00,1989,1,7,14,31.0,63,5.6,30,596,121,492,430
1989-01-07 15:30:00,1989,1,7,15,30.4,65,6.7,30,501,93,431,422
1989-01-07 16:30:00,1989,1,7,16,29.8,67,7.7,40,364,101,305,413
1989-01-07 17:30:00,1989,1,7,17,28.0,74,7.2,50,199,88,166,409
1989-01-07 18:30:00,1989,1,7,18,27.3,79,6.1,50,46,0,46,406
1989-01-07 19:30:00,1989,1,7,19,26.6,84,5.1,40,0,0,0,402
1989-01-07 20:30:00,1989,1,7,20,26.4,86,4.6,40,0,0,0,401
1989-01-07 21:30:00,1989,1,7,21,26.1,88,4.1,40,0,0,0,400
1989-01-07 22:30:00,1989,1,7,22,25.9,89,3.6,30,0,0,0,393
1989-01-07 23:30:00,1989,1,7,23,25.6,91,2.9,30,0,0,0,397
1989-01-08 00:30:00,1989,1,8,0,25.4,93,2.2,30,0,0,0,400
1989-01-08 01:30:00,1989,1,8,1,25.1,94,1.5,340,0,0,0,402
1989-01-08 02:30:00,1989,1,8,2,24.8,94,1.9,340,0,0,0,397
1989-01-08 03:30:00,1989,1,8,3,24.6,95,2.2,340,0,0,0,391
1989-01-08 04:30:00,1989,1,8,4,24.3,95,2.6,360,0,0,0,384
1989-01-08 05:30:00,1989,1,8,5,24.4,95,2.4,360,0,0,0,385
1989-01-08 06:30:00,1989,1,8,6,24.6,95,2.3,360,0,0,0,386
1989-01-08 07:30:00,1989,1,8,7,24.7,95,2.1,30,16,0,16,387
1989-01-08 08:30:00,1989,1,8,8,26.1,87,3.3,30,164,118,127,400
1989-01-08 09:30:00,1989,1,8,9,27.6,81,4.5,30,383,312,221,408
1989-01-08 10:30:00,1989,1,8,10,29.0,74,5.7,30,602,485,263,416
1989-01-08 11:30:00,1989,1,8,11,29.7,70,6.2,30,781,596,287,419
1989-01-08 12:30:00,1989,1,8,12,30.3,67,6.7,30,894,675,286,422
1989-01-08 13:30:00,1989,1,8,13,31.0,63,7.2,30,929,742,252,426
1989-01-08 14:30:00,1989,1,8,14,30.8,63,7.2,30,864,773,199,429
1989-01-08 15:30:00,1989,1,8,15,30.7,64,7.2,30,727,727,183,428
1989-01-08 16:30:00,1989,1,8,16,30.5,64,7.2,40,528,662,140,430
1989-01-08 17:30:00,1989,1,8,17,29.3,69,7.0,40,298,496,109,420
1989-01-08 18:30:00,1989,1,8,18,28.1,75,6.9,40,71,108,54,410
1989-01-08 19:30:00,1989,1,8,19,26.9,81,6.7,40,1,0,1,398
1989-01-08 20:30:00,1989,1,8,20,26.6,84,5.5,40,0,0,0,397
1989-01-08 21:30:00,1989,1,8,21,26.3,86,4.3,40,0,0,0,395
1989-01-08 22:30:00,1989,1,8,22,26.0,89,3.1,30,0,0,0,394
1989-01-08 23:30:00,1989,1,8,23,26.0,89,3.6,30,0,0,0,394
1989-01-09 00:30:00,1989,1,9,0,25.7,90,2.8,30,0,0,0,392
1989-01-09 01:30:00,1989,1,9,1,25.5,91,2.1,20,0,0,0,391
1989-01-09 02:30:00,1989,1,9,2,25.3,91,2.4,20,0,0,0,390
1989-01-09 03:30:00,1989,1,9,3,25.1,92,2.8,20,0,0,0,389
1989-01-09 04:30:00,1989,1,9,4,24.9,93,3.1,20,0,0,0,388
1989-01-09 05:30:00,1989,1,9,5,24.9,93,3.1,20,0,0,0,388
1989-01-09 06:30:00,1989,1,9,6,24.8,93,3.1,20,0,0,0,387
1989-01-09 07:30:00,1989,1,9,7,24.8,92,3.1,10,16,0,16,387
1989-01-09 08:30:00,1989,1,9,8,26.4,85,3.9,10,149,77,125,396
1989-01-09 09:30:00,1989,1,9,9,27.9,78,4.6,10,330,171,241,404
1989-01-09 10:30:00,1989,1,9,10,29.5,72,5.4,10,501,190,368,412
1989-01-09 11:30:00,1989,1,9,11,29.9,69,5.5,10,637,212,461,414
1989-01-09 12:30:00,1989,1,9,12,30.4,66,5.6,10,723,319,435,417
1989-01-09 13:30:00,1989,1,9,13,30.9,64,5.7,10,749,371,411,420
1989-01-09 14:30:00,1989,1,9,14,30.8,64,5.5,10,668,213,484,425
1989-01-09 15:30:00,1989,1,9,15,30.7,65,5.3,10,534,176,402,424
1989-01-09 16:30:00,1989,1,9,16,30.6,65,5.1,40,366,127,292,424
1989-01-09 17:30:00,1989,1,9,17,29.8,69,4.6,40,228,137,176,419
1989-01-09 18:30:00,1989,1,9,18,29.0,72,4.1,40,59,25,55,415
1989-01-09 19:30:00,1989,1,9,19,28.2,76,3.6,40,1,0,1,411
1989-01-09 20:30:00,1989,1,9,20,27.5,80,3.1,40,0,0,0,407
1989-01-09 21:30:00,1989,1,9,21,26.7,85,2.6,40,0,0,0,398
1989-01-09 22:30:00,1989,1,9,22,25.9,89,2.1,350,0,0,0,393
1989-01-09 23:30:00,1989,1,9,23,25.8,90,1.7,350,0,0,0,398
1989-01-10 00:30:00,1989,1,10,0,25.6,90,1.4,350,0,0,0,397
1989-01-10 01:30:00,1989,1,10,1,25.5,91,1.0,350,0,0,0,400
1989-01-10 02:30:00,1989,1,10,2,25.4,91,0.7,350,0,0,0,403
1989-01-10 03:30:00,1989,1,10,3,25.2,92,0.4,350,0,0,0,402
1989-01-10 04:30:00,1989,1,10,4,25.1,93,0.0,0,0,0,0,404
1989-01-10 05:30:00,1989,1,10,5,25.9,89,0.6,0,0,0,0,406
1989-01-10 06:30:00,1989,1,10,6,26.6,85,1.2,0,0,0,0,410
1989-01-10 07:30:00,1989,1,10,7,27.4,82,1.7,0,10,0,10,411
1989-01-10 08:30:00,1989,1,10,8,28.6,77,2.8,0,101,0,101,414
1989-01-10 09:30:00,1989,1,10,9,29.8,72,3.8,0,240,53,212,420
1989-01-10 10:30:00,1989,1,10,10,31.0,67,4.9,0,384,66,338,421
1989-01-10 11:30:00,1989,1,10,11,30.8,68,5.3,0,510,124,407,420
1989-01-10 12:30:00,1989,1,10,12,30.5,68,5.8,0,601,112,500,418
1989-01-10 13:30:00,1989,1,10,13,30.3,69,6.3,0,643,114,539,417
1989-01-10 14:30:00,1989,1,10,14,29.8,71,6.6,0,599,121,495,414
1989-01-10 15:30:00,1989,1,10,15,29.3,73,6.9,0,504,93,435,412
1989-01-10 16:30:00,1989,1,10,16,28.8,75,7.2,40,367,101,308,409
1989-01-10 17:30:00,1989,1,10,17,28.3,77,6.4,40,203,89,169,406
1989-01-10 18:30:00,1989,1,10,18,27.8,80,5.5,40,49,0,49,403
1989-01-10 19:30:00,1989,1,10,19,27.2,82,4.6,40,1,0,1,400
1989-01-10 20:30:00,1989,1,10,20,26.7,85,3.8,40,0,0,0,398
1989-01-10 21:30:00,1989,1,10,21,26.2,88,2.9,40,0,0,0,395
1989-01-10 22:30:00,1989,1,10,22,25.7,90,2.1,360,0,0,0,392
1989-01-10 23:30:00,1989,1,10,23,25.6,91,2.2,360,0,0,0,397
1989-01-11 00:30:00,1989,1,11,0,25.6,91,2.3,360,0,0,0,397
1989-01-11 01:30:00,1989,1,11,1,25.5,91,2.3,360,0,0,0,397
1989-01-11 02:30:00,1989,1,11,2,25.4,92,2.4,360,0,0,0,400
1989-01-11 03:30:00,1989,1,11,3,25.4,92,2.5,360,0,0,0,400
1989-01-11 04:30:00,1989,1,11,4,25.3,93,2.6,10,0,0,0,403
1989-01-11 05:30:00,1989,1,11,5,26.1,88,2.8,10,0,0,0,407
1989-01-11 06:30:00,1989,1,11,6,26.8,84,3.1,10,0,0,0,408
1989-01-11 07:30:00,1989,1,11,7,27.6,81,3.3,10,15,0,15,412
1989-01-11 08:30:00,1989,1,11,8,28.4,77,3.6,10,142,64,123,416
1989-01-11 09:30:00,1989,1,11,9,29.1,74,3.9,10,310,123,246,420
1989-01-11 10:30:00,1989,1,11,10,29.9,70,4.1,30,459,109,383,420
1989-01-11 11:30:00,1989,1,11,11,28.9,74,3.9,30,571,120,471,419
1989-01-11 12:30:00,1989,1,11,12,27.9,78,3.6,30,634,121,524,417
1989-01-11 13:30:00,1989,1,11,13,26.9,82,3.3,30,644,215,447,414
1989-01-11 14:30:00,1989,1,11,14,26.0,87,3.1,30,600,121,496,413
1989-01-11 15:30:00,1989,1,11,15,25.0,91,2.8,30,506,93,436,412
1989-01-11 16:30:00,1989,1,11,16,24.0,96,2.6,320,369,101,309,406
1989-01-11 17:30:00,1989,1,11,17,24.2,96,2.3,320,219,83,187,403
1989-01-11 18:30:00,1989,1,11,18,24.3,96,2.1,320,56,8,55,400
1989-01-11 19:30:00,1989,1,11,19,24.4,96,1.8,320,1,0,1,397
1989-01-11 20:30:00,1989,1,11,20,24.6,95,1.5,320,0,0,0,396
1989-01-11 21:30:00,1989,1,11,21,24.7,95,1.3,320,0,0,0,392
1989-01-11 22:30:00,1989,1,11,22,24.9,95,1.0,360,0,0,0,388
1989-01-11 23:30:00,1989,1,11,23,24.8,95,0.8,360,0,0,0,393
1989-01-12 00:30:00,1989,1,12,0,24.7,96,0.6,360,0,0,0,393
1989-01-12 01:30:00,1989,1,12,1,24.7,97,0.4,360,0,0,0,393
1989-01-12 02:30:00,1989,1,12,2,24.6,98,0.2,360,0,0,0,392
1989-01-12 03:30:00,1989,1,12,3,24.5,98,0.0,360,0,0,0,395
1989-01-12 04:30:00,1989,1,12,4,24.4,99,0.0,360,0,0,0,395
1989-01-12 05:30:00,1989,1,12,5,25.1,95,0.3,360,0,0,0,399
1989-01-12 06:30:00,1989,1,12,6,25.9,91,0.9,360,0,0,0,406
1989-01-12 07:30:00,1989,1,12,7,26.6,87,1.4,360,15,0,15,410
1989-01-12 08:30:00,1989,1,12,8,27.3,84,2.0,360,141,63,122,414
1989-01-12 09:30:00,1989,1,12,9,28.1,80,2.5,360,309,122,245,422
1989-01-12 10:30:00,1989,1,12,10,28.8,77,3.1,40,459,108,383,426
1989-01-12 11:30:00,1989,1,12,11,28.9,77,3.4,40,570,120,471,426
1989-01-12 12:30:00,1989,1,12,12,28.9,77,3.8,40,633,120,525,426
1989-01-12 13:30:00,1989,1,12,13,29.0,77,4.1,40,644,214,448,424
1989-01-12 14:30:00,1989,1,12,14,29.1,77,4.4,40,600,120,496,424
1989-01-12 15:30:00,1989,1,12,15,29.1,77,4.8,40,507,92,437,424
1989-01-12 16:30:00,1989,1,12,16,29.2,77,5.1,90,370,100,310,425
1989-01-12 17:30:00,1989,1,12,17,28.6,79,4.9,90,253,209,172,418
1989-01-12 18:30:00,1989,1,12,18,28.0,82,4.6,90,69,63,59,415
1989-01-12 19:30:00,1989,1,12,19,27.3,84,4.4,90,1,0,1,407
1989-01-12 20:30:00,1989,1,12,20,26.7,87,4.1,90,0,0,0,403
1989-01-12 21:30:00,1989,1,12,21,26.1,89,3.8,90,0,0,0,400
1989-01-12 22:30:00,1989,1,12,22,25.5,92,3.6,30,0,0,0,391
1989-01-12 23:30:00,1989,1,12,23,25.4,93,3.0,30,0,0,0,391
1989-01-13 00:30:00,1989,1,13,0,25.3,94,2.4,30,0,0,0,391
1989-01-13 01:30:00,1989,1,13,1,25.2,95,1.8,30,0,0,0,390
1989-01-13 02:30:00,1989,1,13,2,25.0,96,1.2,30,0,0,0,389
1989-01-13 03:30:00,1989,1,13,3,24.9,97,0.6,30,0,0,0,389
1989-01-13 04:30:00,1989,1,13,4,24.8,98,0.0,0,0,0,0,388
1989-01-13 05:30:00,1989,1,13,5,25.5,94,0.8,0,0,0,0,397
1989-01-13 06:30:00,1989,1,13,6,26.2,90,1.5,0,0,0,0,401
1989-01-13 07:30:00,1989,1,13,7,26.8,87,2.3,0,18,0,18,408
1989-01-13 08:30:00,1989,1,13,8,27.5,84,3.1,0,159,114,125,415
1989-01-13 09:30:00,1989,1,13,9,28.2,81,3.8,0,329,159,247,419
1989-01-13 10:30:00,1989,1,13,10,28.9,78,4.6,40,458,91,395,426
1989-01-13 11:30:00,1989,1,13,11,29.0,76,5.2,40,570,120,471,424
1989-01-13 12:30:00,1989,1,13,12,29.1,75,5.8,40,634,121,525,424
1989-01-13 13:30:00,1989,1,13,13,29.2,74,6.4,40,645,215,449,421
1989-01-13 14:30:00,1989,1,13,14,29.3,73,7.0,40,603,121,498,417
1989-01-13 15:30:00,1989,1,13,15,29.4,71,7.6,40,509,93,438,417
1989-01-13 16:30:00,1989,1,13,16,29.5,70,8.2,50,372,102,312,412
1989-01-13 17:30:00,1989,1,13,17,28.9,73,7.4,50,208,91,172,409
1989-01-13 18:30:00,1989,1,13,18,28.3,76,6.5,50,52,0,52,406
1989-01-13 19:30:00,1989,1,13,19,27.7,79,5.7,50,1,0,1,403
1989-01-13 20:30:00,1989,1,13,20,27.2,82,4.8,50,0,0,0,400
1989-01-13 21:30:00,1989,1,13,21,26.6,86,4.0,50,0,0,0,397
1989-01-13 22:30:00,1989,1,13,22,26.0,89,3.1,40,0,0,0,394
1989-01-13 23:30:00,1989,1,13,23,25.9,90,3.1,40,0,0,0,394
1989-01-14 00:30:00,1989,1,14,0,25.9,90,3.1,40,0,0,0,394
1989-01-14 01:30:00,1989,1,14,1,25.8,91,3.1,40,0,0,0,393
1989-01-14 02:30:00,1989,1,14,2,25.7,91,3.1,40,0,0,0,393
1989-01-14 03:30:00,1989,1,14,3,25.7,92,3.1,40,0,0,0,393
1989-01-14 04:30:00,1989,1,14,4,25.6,92,3.1,30,0,0,0,392
1989-01-14 05:30:00,1989,1,14,5,25.7,92,3.4,30,0,0,0,398
1989-01-14 06:30:00,1989,1,14,6,25.8,92,3.6,30,0,0,0,403
1989-01-14 07:30:00,1989,1,14,7,25.9,92,3.8,30,11,0,11,407
1989-01-14 08:30:00,1989,1,14,8,26.0,94,4.1,50,88,0,88,411
1989-01-14 09:30:00,1989,1,14,9,26.3,91,5.9,50,158,0,158,416
1989-01-14 10:30:00,1989,1,14,10,26.6,90,7.7,50,174,1,173,422
1989-01-14 11:30:00,1989,1,14,11,26.7,89,7.3,50,292,15,280,423
1989-01-14 12:30:00,1989,1,14,12,26.8,88,6.8,50,401,17,386,418
1989-01-14 13:30:00,1989,1,14,13,26.9,87,6.4,50,478,53,429,415
1989-01-14 14:30:00,1989,1,14,14,26.9,86,6.0,50,505,94,423,412
1989-01-14 15:30:00,1989,1,14,15,27.0,85,5.5,50,471,101,394,409
1989-01-14 16:30:00,1989,1,14,16,27.1,84,5.1,40,373,101,313,405
1989-01-14 17:30:00,1989,1,14,17,26.8,85,4.7,40,209,92,173,408
